feature,importance
maybe,1.0229448143746758
bundy,1.0225679283540434
water,1.0208806152383492
completely,1.0193551076467184
certainly,1.0184155345945276
mind,1.0158878364310127
mainstream medium,1.014524279696344
fake,1.012208686325243
knew,1.0110037397958942
politico,1.0091407864142385
york time,1.00521850864258
oregon,1.0051561387078727
multiple,1.004879896770162
moment,1.0012029087667342
rt,1.001127988536378
veteran,0.9986764850971476
usa,0.9980576071363644
sick,0.9942441088962968
pelosi,0.9903673583420569
community,0.9895532835446591
love,0.986852148847782
lying,0.9793168373242749
look like,0.975174300714066
capture,0.974435933078739
announced,0.9743000274661681
paid,0.9694521898106534
democrat party,0.9681716966895965
belief,0.9665336965478324
kind,0.9660013890902279
mr trump,0.965272014634901
trump realdonaldtrump,0.9614059929346362
obvious,0.9608677890350191
talking,0.9604503983748539
hillary clinton,0.960285814000447
claiming,0.9562599776749067
boy,0.9561576564427815
trying,0.9477564828053704
free,0.947611206515272
nyc,0.9458726929810238
refused,0.9420968184227602
post,0.9392603784608836
file,0.9373985933846289
number,0.9369528370251766
paul,0.935605869937135
actual,0.9340568252047121
thought,0.933553064060473
ny,0.9331620741940353
cbs,0.9313631991445834
racism,0.9300803507620506
filessupport,0.928522698458203
boiler,0.9255189388291125
recount,0.9253166406968565
gonna,0.9237485709124877
pay,0.9208753224136096
progressive,0.920074826099444
gateway pundit,0.9178544532038243
college,0.909356496357867
gateway,0.9076761552634464
mainstream,0.9030040637230912
baby,0.8952416424337388
chip,0.8932024962258382
guess,0.8919065895142491
washington examiner,0.8897145000962532
act,0.8867218910755789
guest,0.8838014427628826
page,0.8830212172753816
mark,0.8820186060508582
life matter,0.8807965346083925
expose,0.8806350000544861
best,0.8783120966605743
hand,0.8770529977034556
explains,0.8762855849200627
va,0.8757234792688752
answer,0.8752322148452424
diversity,0.8735911733592762
msnbc,0.8726680236979525
read daily,0.8720245396573965
ford,0.870835727636807
lol,0.8698342272954553
hack,0.8689621136393465
welfare,0.8684808556603053
epa,0.8671779795071914
obtained,0.8633088738765353
lynch,0.8626554974955377
coming,0.8607841806470186
history,0.859921314038725
list,0.8551213755344874
absolutely,0.8538778785449241
funny,0.8534755994140868
associated,0.8528482018362404
john kerry,0.8527594344325153
proof,0.8517650337154169
problem,0.8515274975672626
black life,0.8501764995670101
stunning,0.8498223465054217
currently,0.849595035026846
video president,0.849536686816144
said read,0.8489434620813323
given,0.8482630117201415
class,0.8464536382363564
narrative,0.8417655013300269
explain,0.84169641054797
trump supporter,0.8412014226227476
foundation,0.8382945140137066
christian,0.8357859813936676
sound,0.8345911568889403
ginsburg,0.8342762004793896
disgusting,0.8341051082000419
feel,0.8316527599612002
ridiculous,0.829170770406309
lied,0.8276006438705763
benghazi,0.8274211532866428
terror attack,0.8258392252965422
angry,0.8215102773986565
ted,0.8204647455752901
refuse,0.8201145903546249
boiler room,0.8162642729717774
thug,0.81541815636952
allowed,0.8142972161407972
interesting,0.8125202180429661
harris,0.8111432750803521
benefit,0.8082829552393931
rich,0.806430852591199
sharpton,0.8060034511734783
graham,0.8054147514275275
federal government,0.8049624585916032
female,0.804154150568511
quite,0.8019862426670329
shooting,0.8000295854093458
ticket,0.7988440897975171
washington dc,0.7977976525050847
example,0.7953396790781869
screenshot,0.7933723763092304
hannity,0.7931447895316753
job,0.7929881625715105
steve,0.7892520404762596
brotherhood,0.7888944443412473
tucker,0.7879100103315297
teen,0.7878366272871903
according new,0.7853806558848981
pool,0.7843516877172558
rnc,0.7841321251950762
ferguson,0.7825339842196088
brilliant,0.7808548287812467
anti trump,0.7781543450934099
george soros,0.778106041730031
carlson,0.7778013023640963
amendment,0.7776817755448101
arizona,0.7773461430863845
fast,0.7766203952970074
city council,0.7757769046584364
stupid,0.7750376454601077
cuomo,0.7745036542578467
insane,0.7736548337173209
individual,0.7731727459713746
single,0.7727130795241239
yr,0.7708711376520514
store,0.7705414823194434
threatening,0.7700973803986014
police officer,0.7699060655081653
gen,0.7685380131432794
hysterical,0.7673508100112814
nuclear warhead,0.7660699102009559
according report,0.7641294401474888
disability,0.7638299116750059
shot,0.7627825470510665
continue,0.7625473755521744
migrant,0.7554606740411234
lot,0.7547196115433978
gone,0.754189962148101
rape,0.754107483800319
global warming,0.7539014290207371
action,0.7530604120557183
warren,0.7523552569895867
unfortunately,0.7517022701776072
detroit,0.7479785798059099
shut,0.7473683233881927
mohamed,0.7459468062798995
inside,0.745628174991302
boom,0.7448168379656245
michigan,0.7443846074690386
zero,0.7422972471226862
charlie,0.7420479024130908
throw,0.7408713678396914
prof,0.7406087324691472
outrageous,0.7404059684423808
mccain,0.740218863682167
family,0.7398284750853807
admitted,0.7347920831847264
tonight,0.7343427588298647
theory,0.733002924227397
reality,0.7327547410805919
read wfb,0.7326417752242667
middle,0.7320465508438334
swamp,0.7312527517946343
bombshell,0.7307991208207577
president united,0.7304463993155013
understand,0.7303018205573123
wt,0.7301789182862471
ed,0.7297840966743797
wilson,0.7292128139001692
somodevilla,0.7282401974529501
chip somodevilla,0.7280838851997752
ca,0.7277155940857037
hostage,0.7273162162267441
matthew,0.724017359291917
la,0.7237762588114612
dem,0.7229146606479568
carson,0.7226056080165709
mateen,0.7222599289296759
jeff,0.7222269244329259
youtu,0.722139109850528
violation,0.7212180709672247
unreal,0.7207983523288636
mi,0.7198930503043811
abc,0.7162108585810119
million dollar,0.7157309078270307
food stamp,0.715003403942916
imagine,0.7148189290599557
http youtu,0.7146585264247909
epic,0.7142667303367264
surprising,0.7141047397711787
facebook,0.713245934228357
piece,0.7120669374332463
disturbing,0.7090166181784067
invasion,0.7088197964846794
beef,0.708675143378078
rest,0.7074964298435913
yr old,0.7052899891581011
assault,0.7038929229349453
acr,0.7031748029153073
warhead,0.7017503161111952
staffer,0.6999070023932569
http www,0.6997927560837184
insisted,0.6993668699636728
blame,0.6986075161145355
hey,0.6983441249091571
somodevilla getty,0.6978256836120991
gop presidential,0.6967944377237157
writes,0.695608279344854
forced,0.695196921563761
able,0.6940307097947828
art,0.6934071097009218
mom,0.6925391086405235
subscribing,0.692324285578379
congressman,0.6921244366957989
check,0.6904985354651766
american people,0.6895486567938558
card,0.6890415622579349
todd,0.6889367692854671
insider,0.6886581544576189
specifically,0.6881163835989593
hilarious,0.687051378982788
rip,0.6867635190486118
bilderberg,0.6865556087321567
rino,0.6854728333569723
pro,0.6835285649042103
warming,0.683017444566538
arm,0.6827216607487762
anti,0.6822010190557702
refusing,0.6821486299699694
evil,0.6811801488274132
boehner,0.6806357879893404
rock,0.6800450900875913
rant,0.6798329951752693
reilly,0.6793343196960363
reveals,0.6789056370961536
learned,0.677657172224701
ii,0.67525067514435
happens,0.6751820742239277
removed,0.6727922272935679
ice,0.6720776422898195
lgbt,0.6710735822008455
little,0.6707492572143167
nfl,0.6696172801796391
mr obama,0.6680041821671018
deep state,0.6675481863542583
pointed,0.6672487594096799
hostile,0.6655903888729859
february,0.6654988715386007
subscribing member,0.6651092543246833
okay,0.664971872741438
gitmo,0.6642458793805719
conspiracy,0.6637094197474646
socialism,0.6637014081168563
extremist,0.6636635641446517
work subscribing,0.6636432966445504
new year,0.663331879994991
free beacon,0.6631097909234109
obamacare,0.6625496771306858
continue story,0.6611804354530812
thank,0.6597191570431326
attempting,0.6596730127399169
advisor,0.6594254068075928
hateful,0.6562621330586325
com watch,0.655781159654901
felony,0.6557710424702299
wisconsin,0.6557052439554735
john mccain,0.6553205802047757
dictator,0.6552717326373493
yahoo,0.655246293389007
better,0.654740419242057
wi,0.6542756277210625
marine,0.6542631346421773
scam,0.6542265835773498
asking,0.6539067682633709
announces,0.6533916660700537
www youtube,0.653266395446208
perfect,0.6530442313684433
giving,0.6526928790582612
anymore,0.6523618754994743
youtube com,0.6518762851931967
terror group,0.6513731295663365
syrian refugee,0.6513220970542595
image video,0.6509408896164879
happening,0.6507132152805788
blow,0.649977044250573
began,0.6496302783460182
prior,0.6496230412434666
www,0.6491232539007941
yeah,0.6487707178039746
mayor,0.6487146909832935
ted cruz,0.6485216578318196
information,0.6477008117968782
worth,0.6476358122830274
stuff,0.6475057149768129
living,0.6472943243187718
stating,0.6466834139551542
alex wong,0.6464104330289878
tea party,0.6457619437068018
october,0.6455974740502771
crooked,0.6446875092478453
thinking,0.6441369288851487
busted,0.6440316157503648
working,0.6425066134833041
especially,0.6421267417384725
obama regime,0.6417762686005859
donated,0.6415620635944602
tucker carlson,0.6406647596907304
innocent,0.6400505398419706
chris,0.6386990077152016
beacon,0.6385304929032758
highly,0.6384600163453328
provided,0.6383443993699238
jr,0.6374117542775589
socialist,0.6370741747362134
fast track,0.6359427927728308
uranium,0.6338792960914852
dems,0.6337813806648919
warning,0.6334966992533809
oops,0.6323417818895859
evidence,0.6307320450690246
county sheriff,0.6288279526769137
truly,0.6281314967913504
ck,0.625756625843125
gave,0.6254313272526976
historic,0.6237600827286665
sean,0.6237224893143154
palin,0.6235002802962063
looking,0.6219801765463414
demand,0.6218636194950846
walker,0.6217431930012983
usa today,0.6205725908459632
sharia law,0.6203050281154359
filessupport work,0.6203042250803793
release,0.6201929820448504
jeanine,0.6184026252003525
judge jeanine,0.6169126419674428
embarrassing,0.6162099198104166
washington time,0.6153081598723741
fundraiser,0.6133792705439101
tea,0.6124815324065744
stein,0.6119261092111898
old,0.6118478503389707
assange,0.6107770038555276
info,0.6104140099203496
dhs,0.6102191874230856
place,0.6095399647119952
mccabe,0.6090306705615834
december,0.6084620713309196
openly,0.6082599747405527
trump video,0.6079531272683888
conway,0.6066513812066432
received,0.6064369186810065
corrupt,0.6061076848852787
sort,0.6054047520108543
male,0.6048897832507428
wong getty,0.6044540844675901
subscribe,0.6031428437163613
weinstein,0.6023835298142411
people,0.6010051256270103
attempt,0.5997903975055671
feminist,0.5991316036639728
elector,0.5986664692982161
legally,0.5970094384712205
ignore,0.5958981084654729
speak,0.5955049904781827
horrible,0.595283490358281
democrat,0.5950728488155338
tip,0.595014583141244
using,0.5949829859045216
loretta lynch,0.5948110934946159
loretta,0.5943369919920866
breaking news,0.5940080585951415
violent,0.5937450406065651
alex,0.5934255267703595
mr clinton,0.5933714411433788
nail,0.5926419951805252
approximately,0.5920937112426018
tried,0.5911446457110855
supposedly,0.591017881524619
subscribe member,0.5904162919060245
nightmare,0.5903686358758052
god,0.5888970283141306
question,0.5867087625032733
isil,0.5861993429840473
threatens,0.5861640652747484
van,0.586076809269694
pool getty,0.5857710564159716
horrific,0.5856122259959488
image screen,0.5850222597955754
fair,0.5844621815489964
lt,0.5837577127293793
released statement,0.5835231721252672
iran deal,0.5817423340384831
intel,0.5815406588070565
ivanka,0.5809923710187714
whoa,0.5805603234883037
cair,0.580119831092663
minority leader,0.5798320073405601
cause,0.5796092733202124
seriously,0.5786537290022933
steal,0.5782836495699174
moral,0.578118343859995
wait,0.5780650879648124
paying,0.5776544261235189
ann,0.5775012804767089
intent,0.5762516198590285
registration,0.575197730321142
executive action,0.574341681922518
airstrikes,0.5739007039523175
david,0.5737728074386828
behavior,0.5730008887170353
henningsen,0.5723862547935081
gray,0.5720656597985709
afp,0.5720002260877836
line,0.5715472023975856
wong,0.5708934412495444
agenda,0.5708739296290407
episode,0.570702852832283
mouth,0.5705759494461792
youngblood,0.5695808262768557
starbucks,0.5694399252111014
image youtube,0.5691271442921956
anderson,0.5685939600712537
tier,0.5669677693064908
prove,0.5669545331705009
voter fraud,0.566878165646666
patrol,0.5665791621799573
wire subscribe,0.5660801390503274
hillary campaign,0.5654097714384244
orb,0.5649748626444046
rice,0.5641096896283392
foreign policy,0.563357546198731
deserve,0.5629410579808677
mcdonough,0.5627357961488391
recipient,0.5615365473669115
hypocrisy,0.5600477372203386
associated press,0.5597659643436308
wanted,0.5596541226979977
express,0.5587867065286588
totally,0.5584342176599116
video donald,0.5581459570183844
sen john,0.5578004920560756
chaos,0.557696834508165
choose,0.5572326713210548
muslim ban,0.5564242016269164
liar,0.556214750060951
tennessee,0.5561004880070448
worst,0.5552750599182654
statue,0.5534236754651112
excuse,0.5528556020828639
present,0.5528077648888037
rapist,0.5523630054935654
davis,0.5521737253694456
flashback,0.5517975883595908
muslim refugee,0.5512062771997983
result,0.551161875278803
free speech,0.549834095444224
supreme,0.5492290625538645
longer,0.5490139123670205
video screen,0.5488822593048783
hired,0.5487717826562587
image chip,0.5471076613131549
prevented,0.5469529955739352
weasel,0.5467340778081294
mic,0.5466885465977585
tax return,0.5466815169342772
teacher,0.5463779421346305
responded,0.5462090499553407
sit,0.5461667572554942
beat,0.5453623811104058
addition,0.5442900369041823
russian,0.5435688653514068
hero,0.5426338313330414
revelation,0.5422434430663212
grab,0.54093635426585
email,0.5402685780696558
tpp,0.5399420261771845
amnesty,0.5398398273527851
department,0.539617448913173
reckless,0.5377786646439804
animal,0.5357630829560623
image screenshot,0.5356691405694844
wing,0.5353090474238165
embarrassed,0.5350863107520775
latino,0.53483962686606
wearing,0.5344326232642715
stamp,0.5340316122879984
chaffetz,0.5338615862866035
numerous,0.5327451056023841
begin,0.5324329539225092
wikimedia,0.5319861611600789
idiot,0.5319627207495599
fit,0.5312567322322679
walmart,0.5310785461134133
hot,0.5292351660304938
oath,0.5284931375299962
read wt,0.5283575455155537
angerer,0.5277877477341865
drew angerer,0.5277877477341865
quote,0.5275259400073251
bunch,0.527508876877312
taken,0.5274879485846409
primary,0.5270842411857167
twitter,0.5266643509622063
tribune,0.5266519050590653
admit,0.5263005658355472
sad,0.5262023285089105
earth,0.5261683850707036
paint,0.5261538904630016
essentially,0.5259707526533144
patrick henningsen,0.5255004063638068
rioter,0.5243791467529102
climate change,0.5236392203669378
devastating,0.522414526119742
tx,0.5217372895079838
forget,0.5211148725010212
sgt,0.5206494998183131
running,0.5197821039308353
firearm,0.5197820577670722
judicial watch,0.5195716565804407
schultz,0.5195354814381228
hard,0.5191718485170698
unprecedented,0.519042321750951
possibly,0.518400405992621
huffington,0.5182648506054691
barry,0.5178529303961221
real,0.5174809027450528
kill,0.5173579872859466
lawless,0.5169783148772371
tapper,0.5164805343329201
morning joe,0.5162358931519002
false,0.5158271590590296
lefty,0.5157017731754858
barron,0.5152301361759691
american taxpayer,0.5143315762508528
dirty,0.514327126617552
holder,0.5138961619842825
putting,0.5138912062152344
operative,0.5134940427544391
bully,0.5134435807462076
exact,0.5132046609795595
exclusively,0.5131769975255228
wear,0.5128633494009887
shame,0.5122133965483385
kicked,0.511861874149842
clock,0.51167514778191
men,0.5116575334854397
supreme court,0.5116427671892606
hypocrite,0.511357985870692
yale,0.5113304475321243
fox friend,0.511098379589342
huffington post,0.510916642274586
open society,0.5108960795673895
desperate,0.5107760802239933
brave,0.510754319159306
folk,0.5099170139296192
perfectly,0.5097128445839386
network,0.509672632269541
new poll,0.5096225711521415
stealing,0.5094606194403821
border wall,0.5094357473144804
exist,0.5092858100822428
pathetic,0.509093809750515
cold,0.5089424437150657
damn,0.5086403102149322
message,0.5084331976543932
dump,0.5078248680516044
willing,0.5072612157082315
fusion,0.5072063971828162
school,0.5071013968402659
moore,0.506640946172172
save,0.5060556471433669
angerer getty,0.5056271882711766
maxine,0.5054342594288233
nice,0.5050944891462086
door,0.5047714112055062
jones,0.5047495948130526
blasio,0.5046214544852637
freddie,0.5034518841253434
correct,0.503257381199324
american citizen,0.5029524218737235
audio,0.5023078662243523
high school,0.5019969202987428
used,0.5016699535194945
award,0.500791196957967
surprised,0.49996391971576654
outrage,0.4997852109791623
wallace,0.4988438273671757
harry reid,0.4987110599899413
rush,0.4981246610476754
corner,0.49797583266545514
confederate flag,0.4970957256142262
knife,0.49678618006081937
dog,0.4966394530885836
screening,0.4963005298488414
cher,0.4958573672895382
jarrett,0.495612776779018
patrick,0.49509587720133497
war,0.4950484493033763
commie,0.4950030610998462
spoke,0.4949572001569355
orleans,0.4949236585285564
image alex,0.4946558889098552
screwed,0.4941529820996024
noted,0.4940721699256349
christmas,0.4940547873027379
attempted,0.4938358073432355
discrimination,0.49373458532234843
univision,0.4929951331148014
brain,0.4921957346266065
surprise,0.4920161517584266
mistake,0.4916947351106056
op,0.49164658458228816
speaks,0.4913072440939536
particular,0.49124882115779306
frontrunner,0.49103339524923983
nonsense,0.4905456449752056
bizarre,0.4898499686718494
felon,0.4897283974038596
awful,0.48965679159175735
suddenly,0.4890748398080866
vacation,0.48836576809136867
usual,0.4882106483687118
article,0.4876443643459432
massachusetts,0.48750104850303577
outraged,0.487300772281112
cancelled,0.48724946242064665
amazing,0.4866934099584562
capable,0.48648588461977293
bigoted,0.4862618493302836
designed,0.486045501932963
npr,0.4844739623641095
irony,0.48375350004062406
levin,0.4836425020099768
stephanopoulos,0.4832994423947802
offensive,0.4827618130060673
undercover,0.4827592382787891
child,0.48249400307864104
cooper,0.4824172062851417
daughter,0.48229055691727357
apology,0.48225749353509234
possession,0.4820985087214948
admission,0.481807920921031
train,0.48165991389803176
finger,0.4813575451736677
update,0.4809638426922769
propaganda,0.48081996954143896
flint,0.48074956999114987
defend,0.4799978659061337
doctor,0.47995502690839703
feeling,0.4791208776675636
right wing,0.4790217853282477
department justice,0.4785562960690486
naacp,0.4783900230207035
new orleans,0.47806863716708575
shocked,0.47801351051446767
jackson,0.4777631545891207
obligation,0.4773016728777173
sanchez,0.47707849766653426
nunes,0.47700337851415525
response,0.47689293218535983
sachs,0.47676939098906473
danger,0.4764206590807536
foot,0.47634518455336694
sen bernie,0.47624187964444376
analysis,0.4761474779422168
behalf,0.4750890137805166
deported,0.474877360044115
national anthem,0.47432330037989956
dinner,0.47374244573046254
judd,0.47305842611668564
screaming,0.47289695001836474
offended,0.4724006527475881
obviously,0.47237696306734905
griffin,0.47233257173861776
watch video,0.4718901727927232
dossier,0.47181673848332684
pro life,0.4709574800684358
social security,0.47094693435943824
tied,0.4706134109073675
fan,0.47024282603819617
entirely,0.4696446312626375
slave,0.46937593337219896
carbon,0.4688744047008586
lady,0.46834095681131704
connection,0.46830452505244524
fjs,0.4680943088941681
nyt,0.46792349769712954
personal,0.4673665810288916
hussein obama,0.46714270391836293
state government,0.46683436563827274
voter registration,0.46666055443842186
cover,0.4663608060711473
hear,0.46604337682595276
furious,0.4649159562910416
court justice,0.4647427821272212
picture,0.4644932445776034
trouble,0.4644254212947076
williams,0.4642485115523115
unbelievable,0.4639335041907093
press secretary,0.46379973535709756
exists,0.46335039179748205
secret service,0.4632223883238111
new report,0.4630998286946101
gowdy,0.4630968055866424
registered,0.46239338383191475
author,0.4623031653165907
teaching,0.46229000298927275
kidding,0.4622392779746204
sweden,0.46202713173648846
mall,0.46148537515207366
sander,0.46140748797264214
cameron,0.46097190488387607
podesta,0.4608366739251877
schumer,0.4607606753481659
burka,0.46064778225996783
nancy,0.45991856039702195
karma,0.45989919887156816
protestors,0.4593405830554668
cold war,0.4592697669386868
kkk,0.4587226160770272
barack hussein,0.4585083752661298
washington free,0.4584967890714147
yates,0.4581219015548727
exposing,0.45793069223000615
upcoming,0.45780030040613473
minute,0.457370251241343
patriot,0.45678739997022905
merely,0.45678025708887027
iranian,0.45674565354744356
correctness,0.4565069013290505
make sure,0.4564789830902232
detainee,0.45600809181117435
fence,0.4557830773636642
common,0.4556091934942507
trump voter,0.45492919175395985
sense,0.45475810261272887
virtually,0.454694968257269
sorry,0.4544091658104045
nypd,0.4541221938807511
congresswoman,0.45407267243599486
paper,0.453585348312034
incredibly,0.45351975160926633
scalia,0.4534309545313941
unconstitutional,0.45275879800074786
segment,0.4517754135858325
scandal,0.45171769495113123
furthermore,0.4516962101811554
ben,0.4513514953737141
brutal,0.45065789724092464
immigrant,0.4505789163821234
fall,0.45048479509021844
antifa,0.45007625957783254
political correctness,0.4500747556847952
jill,0.44985951101727367
chose,0.44831878289308774
taking,0.44829302762587564
flynn,0.44678900622713574
learning,0.4467298101336213
seth,0.44664569064569587
corporation,0.44558552065302337
actor,0.4453474056303341
unhinged,0.4451866114661484
mcnamee,0.4451853127084871
degree,0.4449444134751483
destroying,0.4444966449159838
maxine water,0.4444008208787911
player,0.44355241145332347
sander campaign,0.4434820403788814
receiving,0.44302194048063
conscience,0.442999133598927
tantrum,0.4420412276902128
unless,0.441930057306001
donate,0.4417640916876951
cbs news,0.4412071145030985
image drew,0.4411825778441673
pork,0.4411453202824937
conn,0.44087724526162586
win mcnamee,0.440763891046947
dangerous,0.4393940372851532
al sharpton,0.4387445458797083
shooter,0.4386837719849745
mad,0.4383926669895981
wondering,0.4373856942808582
explaining,0.4373024275490829
agree,0.43729764601708054
shady,0.43687142122028494
miss,0.43683863630377995
ideology,0.43665623575103
jill stein,0.4366101993253031
ball,0.4364884196465868
democrat senator,0.4363131551690639
happen,0.43572750612447764
death,0.43541658437959213
george,0.4354116072983027
eric holder,0.4353289653674312
filessupport wire,0.43501194860604275
image wikimedia,0.43452364273806143
rude,0.4344725233412377
raped,0.43429638128940107
order,0.4342589609545249
tax dollar,0.4341940821695143
obama meet,0.4339790799330834
die,0.4339174198018187
biden,0.43307566729954877
notice,0.432869183843677
caucus,0.4327552790763446
coulter,0.43261410646543025
breaking obama,0.4320898547352174
admits,0.43187397786766674
destroyed,0.43185792983321014
officially,0.4318186019913969
allah,0.43151435643769664
painting,0.43144834114104086
concerning,0.4310381583526883
mccarthy,0.43092336735861697
dunham,0.4304239885233174
jeff session,0.4301271695407999
mess,0.4300451767950714
somebody,0.42985190577085935
screengrab,0.4297617129064047
despite fact,0.4292967907171689
sanctuary,0.4292458754206757
trump trump,0.4292330311761206
ky,0.4286358031169779
noticed,0.4285956890544689
andrew,0.42779839151214955
terrorist attack,0.42765039044902914
sh,0.4273703361149053
air force,0.42717731246379625
andwhereas,0.4270849845836084
average,0.4266303444961267
hammer,0.42602546175084005
busy,0.4257939910627152
fun,0.42566638826703995
rent,0.4253771870954845
southern border,0.4247576094538898
maher,0.4245632139446114
read nyp,0.4232940059033492
capable carrying,0.4227945132382898
macy,0.4226072316575786
gorka,0.42240843591752353
jeb,0.42238575089522173
ben carson,0.4223364444027522
open,0.42226612976022143
track,0.4214902313467058
beast,0.4213887841875597
herald,0.4207141101237201
demanding,0.4203825694846804
nancy pelosi,0.420272976391906
disastrous,0.42019150634821795
